date,value,cash,holdings_value,shares
2022-12-08 05:00:00,30606.08497500001,1656.9255750000084,28949.1594,206
2022-12-09 05:00:00,30506.64877500001,1656.9255750000084,28849.7232,206
2022-12-12 05:00:00,30979.50117500001,1656.9255750000084,29322.5756,206
2022-12-13 05:00:00,31178.373575000005,1656.9255750000084,29521.447999999997,206
2022-12-14 05:00:00,30719.73517500001,1656.9255750000084,29062.8096,206
2022-12-15 05:00:00,29358.033975000006,1656.9255750000084,27701.108399999997,206
2022-12-16 05:00:00,28954.17097500001,1656.9255750000084,27297.2454,206
2022-12-19 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-20 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-21 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-22 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-23 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-27 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-28 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-29 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2022-12-30 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2023-01-03 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2023-01-04 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2023-01-05 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2023-01-06 05:00:00,28493.01881880001,28493.01881880001,0.0,0
2023-01-09 05:00:00,28493.01881880001,28493.01881880001,0.0,0
