datetime,Open,High,Low,Close,Volume,BollingerUpper,BollingerLower,MA_5,MA_10,EMA_12,EMA_26,PSARl,KAMA
2025-12-18 05:00:00,273.61,273.63,266.95,272.19,51630700.0,274.94341630957996,270.2565836904201,272.6,272.611,270.41981794797215,266.62348303064067,269.56,272.16318406688976
2025-12-17 05:00:00,275.01,276.16,271.64,271.84,50138700.0,274.1627626325145,270.24923736748553,272.206,272.694,270.638307494438,267.00989169503765,269.56,272.1592443296194
2025-12-16 05:00:00,272.82,275.5,271.79,274.61,37648600.0,275.5837841450499,269.7282158549501,272.656,272.969,271.2493371106783,267.57286268059045,269.56,272.2512751391438
2025-12-15 05:00:00,280.15,280.15,272.84,274.11,50409100.0,275.70712195318475,270.86087804681534,273.28400000000005,273.072,271.6894390936509,268.0570950746208,266.95,272.2762068447993
2025-12-12 05:00:00,277.9,279.22,276.82,278.28,39532900.0,279.3472177545798,269.06478224542025,274.206,273.524,272.7033715407815,268.8143472913156,267.214,272.61975058087086
2025-12-11 05:00:00,279.1,279.59,273.81,278.03,33248000.0,280.86669696961405,269.881303030386,275.374,273.987,273.52285284219977,269.4969882326996,267.47272,272.9437937065797
2025-12-10 05:00:00,277.75,279.75,276.44,278.78,33038300.0,281.1946831603453,272.3293168396547,276.762,274.48400000000004,274.3316447126306,270.1846187339811,267.7262656,273.3197503108799
2025-12-09 05:00:00,278.16,280.03,276.92,277.18,32193300.0,281.0004221028247,273.5515778971753,277.276,274.966,274.7698532183797,270.70279512405654,267.97474028799996,273.55405778489984
2025-12-08 05:00:00,278.13,279.67,276.15,277.89,38211800.0,279.20122196353384,276.8627780364661,278.032,275.658,275.24987580016744,271.2351806704227,268.21824548224,274.0471231521745
2025-12-05 05:00:00,280.54,281.14,278.05,278.78,47265800.0,279.4792490489921,276.78475095100794,278.132,276.169,275.7929718309109,271.7940561763173,268.4568805725952,274.4532941483717
2025-12-04 05:00:00,284.1,284.73,278.59,280.7,43989100.0,281.306742319881,276.025257680119,278.666,277.02,276.54789924154,272.4537557188123,268.9642053496914,275.62397354087966
2025-12-03 05:00:00,286.2,288.62,283.3,284.15,43538700.0,285.33172603048564,274.1482739695144,279.74,278.251,277.71745320438,273.32014418408545,269.9101530287099,277.7579331452536
2025-12-02 05:00:00,283.0,287.4,282.63,286.19,53669500.0,288.6187421883245,274.46525781167554,281.54200000000003,279.409,279.02092194216766,274.27346683711613,271.4069407864131,279.8059016363321
2025-12-01 05:00:00,278.01,283.42,276.14,283.1,46587700.0,288.3927623466631,276.7752376533369,282.584,280.308,279.6484724126034,274.92728410844086,272.78398552350006,280.2126430774507
2025-11-28 05:00:00,277.26,279.0,275.99,278.85,20135600.0,288.3610790381541,276.8349209618459,282.598,280.365,279.5256305029721,275.2178556559638,274.05086668162005,280.203339717122
2025-11-26 05:00:00,276.96,279.53,276.63,277.55,33431400.0,289.2555565177919,274.68044348220815,281.968,280.317,279.2216873486687,275.39060708885535,275.21639734709044,280.18679374465984
2025-11-25 05:00:00,275.27,280.38,275.25,276.97,46914200.0,288.4703172020279,272.5936827979722,280.53200000000004,280.136,278.875273910412,275.5075991563475,275.21639734709044,280.1408740934926
2025-11-24 05:00:00,270.9,277.0,270.9,275.92,65585800.0,284.06189469814865,272.8941053018515,278.47800000000007,280.01,278.4206163857332,275.5381473669884,275.21639734709044,280.0953366791567
2025-11-21 05:00:00,265.95,273.33,265.67,271.49,59030800.0,281.7854511277756,270.5265488722245,276.15600000000006,279.37,277.354367711005,275.2382845990634,275.21639734709044,279.6318792555338
2025-11-20 05:00:00,270.83,275.43,265.92,266.25,45823600.0,283.1654239070374,264.10657609296265,273.636,278.117,275.64600344777347,274.5724857398735,275.21639734709044,278.0814510989946
2025-11-19 05:00:00,265.53,272.21,265.5,268.56,40424500.0,281.06254768538906,262.613452314611,271.838,276.903,274.55584907119294,274.1271164258088,275.21639734709044,277.05685550150696
2025-11-18 05:00:00,269.99,270.71,265.32,267.44,45677300.0,277.6736458198511,262.19035418014903,269.9320000000001,275.232,273.4611030602402,273.6317744683415,275.21639734709044,275.0175078357254
2025-11-17 05:00:00,268.82,270.49,265.73,267.46,45018300.0,272.2241435717125,264.25585642828753,268.24,273.35900000000004,272.53785643558786,273.1746059892051,275.21639734709044,272.75871358166916
2025-11-14 05:00:00,271.05,275.96,269.6,272.41,47431300.0,273.17063249051563,263.67736750948444,268.42400000000004,272.29,272.5181862147282,273.11796850852323,275.21639734709044,272.7231287554867
2025-11-13 05:00:00,274.11,276.7,272.09,272.95,49602800.0,275.17795603971973,264.3500439602803,269.764,271.70000000000005,272.58461910477,273.10552639678076,275.21639734709044,272.73507297538436
2025-11-12 05:00:00,275.0,275.73,271.7,273.47,48398000.0,276.8101668842487,264.6818331157514,270.74600000000004,271.29200000000003,272.72083155019,273.13252444146366,275.21639734709044,272.7596467262451
2025-11-11 05:00:00,269.81,275.91,269.8,275.25,46208300.0,278.1330562229062,266.4829437770938,272.308,271.12000000000006,273.1099343886223,273.2893744828367,275.21639734709044,272.79070696566595
2025-11-10 05:00:00,268.96,273.73,267.46,269.43,41312400.0,276.936959267811,268.4670407321891,272.70200000000006,270.471,272.5437906365266,273.00349489151546,275.21639734709044,272.6414856090507
2025-11-07 05:00:00,269.5387,272.0263,266.5116,268.21,48227400.0,277.73564282196475,265.9883571780353,271.862,270.14300000000003,271.87705361552247,272.6484211958477,275.21639734709044,272.5437751952477
2025-11-06 05:00:00,267.6306,273.1352,267.6306,269.5087,51204000.0,277.21405851411976,265.13342148588026,271.17374,270.46887000000004,271.5126915208267,272.4158492554145,275.21639734709044,272.4614067616591
2025-11-05 05:00:00,268.3498,271.4369,266.6715,269.8784,43683100.0,275.9609286384473,264.9499113615527,270.45542,270.60071000000005,271.26126205608415,272.2278900513097,275.21639734709044,272.43042201640475
2025-11-04 05:00:00,268.0701,271.2271,267.3608,269.7785,49274800.0,270.70029371091914,268.0219462890809,269.36112,270.83456,271.03314481668656,272.0464537512127,275.21639734709044,272.37134914544345
2025-11-03 05:00:00,270.1581,270.5877,265.9922,268.7894,50194600.0,270.65898452306357,267.80701547693644,269.233,270.96750000000003,270.68795330642706,271.80519051038215,275.21639734709044,272.32798264964146
2025-10-31 04:00:00,276.7217,277.0514,268.8993,270.1082,86167100.0,270.6286347106245,268.5966452893755,269.61264,270.73732,270.5987604900537,271.6794875096131,265.32,272.26840382325645
2025-10-30 04:00:00,271.7266,273.8745,268.22,271.1371,69886500.0,271.61614082118956,268.2604991788105,269.93832000000003,270.55603,270.68158195312236,271.6393106570492,265.554628,272.24620248349424
2025-10-29 04:00:00,269.0192,271.1471,266.8513,269.4388,51086700.0,271.58889443485367,268.1119055651464,269.85040000000004,270.15290999999996,270.4903847295651,271.4763098676381,265.78456344,272.1104662816867
2025-10-28 04:00:00,268.7295,269.6286,267.8903,268.7395,41534800.0,271.65142749384233,267.6337725061577,269.6426,269.50186,270.22101784809354,271.27358321077605,266.0099001712,271.73421685673185
2025-10-27 04:00:00,264.6235,268.8593,264.3937,268.5497,44888200.0,271.71371093190726,267.4756090680928,269.59466000000003,269.41383,269.9638920253099,271.0718140840519,266.0099001712,271.6852585379982
2025-10-24 04:00:00,260.9371,263.8742,258.929,262.5655,38253700.0,274.5866799118857,261.5855600881143,268.08612,268.84938,268.82567786756994,270.44171674449245,266.0099001712,270.7916382074739
2025-10-23 04:00:00,259.6882,260.3676,257.7601,259.3286,32754900.0,274.76625733032245,256.6825826696776,265.72442,267.83137000000005,267.36458896486687,269.6185229115671,266.0099001712,268.39668401596225
2025-10-22 04:00:00,262.3956,262.5954,255.1826,258.1997,45015300.0,273.44234838333824,253.5108516166618,263.4766,266.66350000000006,265.95460604719506,268.77268417737696,266.0099001712,265.90829981179724
2025-10-21 04:00:00,261.6264,265.0331,261.5764,262.5155,46695900.0,270.28127839552394,254.1823216044761,262.2318,265.9372,265.42551280916507,268.30918905312683,266.0099001712,265.64812186373234
2025-10-20 04:00:00,255.6422,264.124,255.3824,261.986,90483000.0,264.95913773836156,256.87898226163844,260.91906,265.2568600000001,264.89635699237044,267.84080467882114,266.0099001712,265.38504883987116
2025-10-17 04:00:00,247.7798,253.1346,247.0305,252.0457,49147000.0,267.19452377135804,250.4356762286419,258.8151,263.45061000000004,262.9193328396981,266.6707969248344,266.0099001712,262.76959293662753
2025-10-16 04:00:00,248.0096,248.7988,244.8926,247.2104,39777000.0,269.62966109878965,243.15325890121034,256.39146,261.05794000000003,260.502573941283,265.2292860415133,266.0099001712,258.76965630402236
2025-10-15 04:00:00,249.2484,251.5761,247.2303,249.0985,33893600.0,269.0142506275377,240.12818937246234,254.57122,259.02391,258.74810102723944,264.0344130014012,266.0099001712,256.90989331261136
2025-10-14 04:00:00,246.3612,248.609,244.463,247.53,35478000.0,263.8279065995775,239.32033340042256,251.57412000000002,256.90296,257.02223933074106,262.8118638901863,266.0099001712,255.0572862672621
2025-10-13 04:00:00,249.1385,249.4482,245.3222,247.4202,38142900.0,252.73165850664208,244.59026149335796,248.66096000000002,254.79001,255.54500251062706,261.6717406390614,266.0099001712,253.55249471154315
2025-10-10 04:00:00,254.6931,256.1317,243.7637,245.0325,61999100.0,250.1639780301155,244.3526619698845,247.25832,253.03671,253.92769443206905,260.4392042954272,266.0099001712,252.07004601839094
2025-10-09 04:00:00,257.5603,257.7501,252.8948,253.794,38322000.0,255.09323818139782,242.05684181860218,248.57504,252.48325000000003,253.90712605790458,259.94696694021036,243.7637,252.11334771348314
2025-10-08 04:00:00,256.2716,258.2696,255.862,257.8101,36496900.0,260.91551245464893,239.71920754535108,250.31736,252.44429000000002,254.5075835874577,259.7886805001948,244.043428,252.1417689273253
2025-10-07 04:00:00,256.5613,257.1507,255.1826,256.2316,31955800.0,263.210532816566,240.90482718343392,252.05767999999998,251.81590000000006,254.77281688169498,259.52519305573594,244.61247488,252.26102211889867
2025-10-06 04:00:00,257.7401,258.8191,254.803,256.4414,44664100.0,264.1488289792799,243.57501102072013,253.86192000000003,251.26144000000002,255.02952197681884,259.29676394049625,245.15875988480002,252.36685013672542
2025-10-03 04:00:00,254.4234,258.9889,253.7041,257.7701,49155600.0,259.678448866919,253.14043113308102,256.40944,251.83388,255.45114936500056,259.18367772268175,245.97838029171203,252.56956334526504
2025-10-02 04:00:00,256.3315,257.93,253.9039,256.881,42630200.0,258.49733230259676,255.55634769740323,257.02684,252.80094,255.6711263857697,259.01310900248313,247.01922186837507,253.01275697150854
2025-10-01 04:00:00,254.793,258.5394,254.6831,255.2026,48713900.0,258.3806777594437,254.6300022405564,256.50534000000005,253.41135,255.5990454033436,258.73084907637326,247.97679611890507,253.1262662695081
2025-09-30 04:00:00,254.6132,255.6722,252.8649,254.3834,37704300.0,258.8304019946544,253.4409980053456,256.1357,254.09669,255.41202303359842,258.40881581145675,248.85776442939266,253.20737289231613
2025-09-29 04:00:00,254.3135,254.753,252.765,254.1836,40127700.0,258.8399487064956,252.52833129350444,255.68414,254.77303000000003,255.22303487458328,258.09583686246,249.66825527504125,253.2687508926897
2025-09-26 04:00:00,253.8539,257.3505,253.5342,255.2126,46076300.0,257.2991602072852,253.04611979271482,255.17264,255.79104000000004,255.22142950926278,257.882263761537,250.41390685303796,253.5254419802572
2025-09-25 04:00:00,252.9648,256.9209,251.4662,256.6212,55202100.0,257.04120627370526,253.2001537262948,255.12068000000002,256.07376000000005,255.43677881553003,257.78885163105275,251.09990630479493,253.64184028053185
2025-09-24 04:00:00,254.9728,255.4923,250.7969,252.0656,42303700.0,257.81699332819045,251.16956667180955,254.49328,255.49931000000004,254.9181359208331,257.36490706578957,251.09990630479493,253.48338286880087
2025-09-23 04:00:00,255.6322,257.0908,253.3344,254.1836,60275200.0,257.7884233519204,251.11821664807962,254.45332000000002,255.29451,254.80513039455107,257.1292546905459,251.09990630479493,253.49937828049033
2025-09-22 04:00:00,248.0595,256.3915,247.8797,255.832,105517400.0,258.30542523270424,251.2605747672958,254.78300000000002,255.23357000000001,254.96311033385092,257.0331617505055,251.09990630479493,253.51741187952058
2025-09-19 04:00:00,240.9964,246.0615,239.9774,245.2622,163741300.0,261.9070005333279,243.67883946667212,252.79292,253.98278,253.47066259018155,256.16123865787546,251.09990630479493,252.4067459294718
2025-09-18 04:00:00,239.7376,240.9664,236.4208,237.6496,44249600.0,264.0234645757617,233.97373542423836,248.9986,252.05964000000003,251.03665296092285,254.7900061646995,251.09990630479493,249.67152418317983
2025-09-17 04:00:00,238.7386,239.8675,237.4998,238.7586,46508000.0,263.24230031676746,229.43209968323256,246.33720000000002,250.41523999999998,249.1477217361655,253.60249459694396,251.09990630479493,248.06897715413484
2025-09-16 04:00:00,236.9503,240.9864,236.0911,237.9194,63421100.0,258.64620244464527,227.5225175553547,243.08436,248.76884,247.42028762290926,252.44078388605922,251.09990630479493,246.57710774601026
2025-09-15 04:00:00,236.7705,237.9593,234.8024,236.4708,42699500.0,246.17175917800017,232.25248082199982,239.21212,246.99756,245.73575106553858,251.25782211672148,251.09990630479493,245.00561895865619
2025-09-12 04:00:00,228.998,234.2829,228.7982,233.8433,55824200.0,240.7465964387361,233.11008356126393,236.92834000000002,244.86063,243.90614320930186,249.96785751548288,251.09990630479493,242.80837141881815
2025-09-11 04:00:00,226.6603,230.2268,226.4305,229.8072,50208600.0,242.6033987478736,228.11632125212645,235.35986000000003,242.17923,241.73707502325541,248.47447547729897,251.09990630479493,239.47841771583958
2025-09-10 04:00:00,231.9651,232.1949,225.7312,226.5704,83440800.0,242.32762181214713,223.5168181878529,232.92222,239.62971,239.40374040429305,246.85195136786942,251.09990630479493,236.25035705061623
2025-09-09 04:00:00,236.7705,238.5487,233.134,234.123,66313900.0,240.04006620896345,224.28581379103653,232.16294,237.62364999999997,238.59131880363256,245.90906608136058,251.09990630479493,235.9724241380791
2025-09-08 04:00:00,239.0683,239.9174,236.1111,237.6496,48999500.0,240.96123371379872,223.83616628620132,232.39870000000002,235.80540999999997,238.44643898768908,245.29725377903756,225.7312,236.14607529832384
2025-09-05 04:00:00,239.7676,241.0863,238.259,239.4579,54870400.0,244.23412075602994,222.8091192439701,233.52162,235.22498,238.60204837419846,244.86470905466442,226.014924,236.23946880558103
2025-09-04 04:00:00,238.2191,239.6677,236.5107,239.5478,47549400.0,246.34630858719447,224.59317141280553,235.46974,235.41479999999999,238.74754862432178,244.4708639395041,226.61777904000002,236.27807025916326
2025-09-03 04:00:00,236.9803,238.6187,234.133,238.2391,66427800.0,242.22378934075337,233.38317065924664,237.80348,235.36285,238.6693257590415,244.00925179583714,227.1965198784,236.28949634780054
2025-09-02 04:00:00,229.028,230.6264,226.7502,229.4975,44075600.0,245.28691467305387,228.4698453269461,236.87838,234.52066,237.2582756422659,242.93430721836774,227.1965198784,235.98413274100844
2025-08-29 04:00:00,232.2848,233.154,231.1459,231.9152,39418400.0,245.12113056248467,226.3418694375153,235.73149999999998,234.0651,236.4362640049942,242.1180770540442,227.1965198784,235.90194196432094
2025-08-28 04:00:00,230.5965,233.184,229.1179,232.3348,38074700.0,243.00567102565083,225.6080889743492,234.30688,233.91425000000004,235.80526954268743,241.39338986485575,227.1965198784,235.87179746300208
2025-08-27 04:00:00,228.3886,230.6764,228.0389,230.2668,31259500.0,239.3279306910785,225.5734293089215,232.45068,233.96021000000002,234.9531973053509,240.5691980230146,227.1965198784,235.84160442885428
2025-08-26 04:00:00,226.6503,229.2678,224.4724,229.0879,54575100.0,233.51010572667764,227.73077427332237,230.62044,234.21196000000003,234.05084387375842,239.7187315027913,227.1965198784,235.7498027779749
2025-08-25 04:00:00,226.2607,229.0779,226.0109,226.94,30983100.0,234.5051487202423,225.71273127975775,230.10894000000002,233.49366,232.9568678931802,238.77215879888084,227.1965198784,235.21249702303592
2025-08-22 04:00:00,225.951,228.8681,225.1917,227.5394,42477800.0,233.57395126481575,224.89360873518424,229.23378,232.48264,232.1234112942294,237.94010259155633,227.1965198784,234.23191768313015
2025-08-21 04:00:00,226.0509,226.3006,223.5633,224.6822,30621200.0,231.97235647489126,223.43416352510874,227.70326,231.00507000000002,230.97860955665564,236.95803573292253,227.1965198784,232.10345538274555
2025-08-20 04:00:00,229.7573,230.2468,225.5513,225.7911,42263900.0,230.17017668422275,223.44606331577725,226.80812,229.6294,230.180531163324,236.1308553082616,227.1965198784,230.95215026265637
2025-08-19 04:00:00,231.056,232.6445,229.1279,230.3367,39402600.0,231.32929719197827,222.78646280802175,227.05788,228.83916000000002,230.20455713819723,235.70165861876075,227.1965198784,230.91462114730692
2025-08-18 04:00:00,231.4756,232.8942,229.8872,230.6664,37476200.0,233.13938660050428,222.46693339949576,227.80316000000002,228.95605000000003,230.27560988616688,235.32867649885253,227.1965198784,230.91191865654318
2025-08-15 04:00:00,233.7734,234.0531,229.1179,231.3657,56038700.0,234.74655255830038,222.39028744169968,228.56842000000003,228.9011,230.44331605752583,235.0351226841227,227.1965198784,230.91521694418432
2025-08-14 04:00:00,233.8333,234.8923,230.6264,232.5546,51916300.0,235.29666664779597,224.98913335220408,230.14290000000003,228.92308000000003,230.76812897175262,234.8513802630766,223.5633,230.92381735790588
2025-08-13 04:00:00,230.8462,234.7724,230.2068,233.104,69878500.0,233.9920171038257,229.2189428961743,231.60548,229.20680000000004,231.12749374532916,234.7219446880339,223.78988,230.9920229682048
2025-08-12 04:00:00,227.7892,230.5765,226.8501,229.4276,55626200.0,234.36706370862316,228.48025629137692,231.42366000000004,229.24077000000003,230.86597163066313,234.3297710074388,224.01192840000002,230.98296999523316
2025-08-11 04:00:00,227.6993,229.3377,224.5423,226.96,61806100.0,235.70900541750774,225.6557545824923,230.68238000000002,229.24277,230.26505291825345,233.7838620439248,224.229535832,230.96587639589868
2025-08-08 04:00:00,220.366,230.5147,218.7893,228.8681,113854000.0,235.36398416681297,225.00173583318704,230.18286,229.37564000000003,230.05013708467598,233.4197315221526,224.229535832,230.94234835501297
2025-08-07 04:00:00,218.4201,220.386,216.125,219.5677,90224800.0,237.59390667495384,217.5770533250462,227.58548000000002,228.86419,228.4374544562643,232.39365511310427,224.229535832,230.5572343275922
2025-08-06 04:00:00,205.198,214.9275,205.158,212.802,108483100.0,237.8719117627244,209.1782482372756,223.52508,227.56528,226.03199992453133,230.94242140102247,224.229535832,228.81378339404807
2025-08-05 04:00:00,202.9727,204.9086,201.7353,202.4937,44155100.0,239.77677938603603,196.49982061396395,218.1383,224.78098000000003,222.41072301306497,228.83510870465045,224.229535832,221.82540554768573
2025-08-04 04:00:00,204.0803,207.4433,201.2563,202.9228,75109300.0,235.83320304982254,190.82851695017746,213.33086,222.00662000000003,219.41258101105495,226.91567843023188,224.229535832,216.86100040630356
2025-08-01 04:00:00,210.427,213.1313,201.0766,201.9548,104434500.0,223.74374410775033,192.1526558922497,207.9482,219.06553000000002,216.72676854781574,225.06672447243693,224.229535832,212.5785259967062
2025-07-31 04:00:00,208.052,209.3991,206.7248,207.1339,80698400.0,214.6391108053776,196.2837691946224,205.46144,216.52346000000003,215.25094261738255,223.73836710410828,224.229535832,211.55819396496042
2025-07-30 04:00:00,211.4548,211.9438,207.2836,208.6108,45512500.0,210.6854650238899,198.5609349761101,204.6232,214.07414000000003,214.22938221470832,222.617806577878,224.229535832,211.05859919662186
2025-07-29 04:00:00,213.73,214.3587,210.3771,210.8261,51411700.0,213.8266871930364,198.75267280696366,206.28968000000003,212.21399,213.7058003355224,221.74434683136855,224.229535832,211.03210263751754
2025-07-28 04:00:00,213.5803,214.3986,212.6124,213.6003,37858000.0,217.14951149461243,199.7008485053876,208.42518,210.87802,213.68956951467283,221.14108410311903,224.229535832,211.204620928015
2025-07-25 04:00:00,214.2489,214.7878,212.9516,213.4306,40268800.0,216.46173137595497,204.97894862404502,210.72034,209.33427,213.649728050877,220.56993713251762,201.0766,211.40407168566583
2025-07-24 04:00:00,213.4506,215.2369,213.0814,213.3109,46022600.0,216.3353471024571,207.57613289754295,211.95574000000002,208.70859,213.59760065843437,220.03223067825706,201.35082400000002,211.47177079148582
2025-07-23 04:00:00,214.5483,214.698,211.9637,213.7001,46989300.0,215.39329660905958,210.55390339094043,212.9736,208.79840000000002,213.613369787906,219.56318396134913,201.90626704000002,211.48864532965626
2025-07-22 04:00:00,212.6922,214.4984,211.7841,213.9495,46404100.0,214.09267936073527,213.1038806392647,213.59828,209.94398,213.66508212822816,219.1473555197677,202.4394923584,212.2556239668084
2025-07-21 04:00:00,211.6544,215.3267,211.1854,212.0336,51377400.0,214.76876626068383,211.80111373931618,213.28494,210.85506,213.41408487773154,218.6204106664516,202.951388664064,212.21656484126578
2025-07-18 04:00:00,210.427,211.345,209.2594,210.7363,48974600.0,215.4338744281314,210.05828557186862,212.74608,211.73321,213.00211797346515,218.03640246893664,203.69390734422018,211.9803520300881
2025-07-17 04:00:00,210.1276,211.355,209.1496,209.5788,48068100.0,215.76146352648738,208.23785647351264,211.99966,211.9777,212.4754536698551,217.40991339716356,204.39187490356696,211.89397624875286
2025-07-16 04:00:00,209.8582,211.9537,208.2016,209.7185,47490500.0,214.84926002269546,207.5574199773046,211.20334000000003,212.08846999999997,212.05130695141585,216.84017907144775,205.04796440935294,211.858065781284
2025-07-15 04:00:00,208.7804,211.4448,208.4811,208.6707,42296300.0,212.71515814835104,207.58000185164897,210.14758,211.87293,211.53121357427494,216.2350324735627,205.66468854479177,211.7245484321444
2025-07-14 04:00:00,209.4889,210.4669,207.104,208.1817,38840100.0,211.3602893978559,207.39411060214414,209.37720000000002,211.33107,211.01590379361727,215.63848932737287,206.24440923210426,210.72074565751132
